Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,hour,minute,Hour,Minute,Time_period,Is_peak_hour,Is_night,Is_weekend
Saturday,18-30,Male,Elementary school,Employee,Below 1yr,Stationwagen,Owner,Unknown,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,15,10,15,10,Afternoon,0,0,1
Friday,Over 51,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with animals,Going straight,Driver,Normal,Not a Pedestrian,No distancing,8,46,8,46,Morning,1,0,0
Friday,Under 18,Male,Junior high school,Employee,Unknown,Public (12 seats),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Other,Going straight,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,8,46,8,46,Morning,1,0,0
Friday,18-30,Male,Unknown,Employee,5-10yr,Automobile,Owner,Unknown,Unknown,Residential areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,Going straight,Unknown,Normal,Not a Pedestrian,No priority to pedestrian,10,29,10,29,Afternoon,0,0,0
Friday,18-30,Male,Writing & reading,Employee,Below 1yr,Public (12 seats),Owner,Unknown,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,10,29,10,29,Afternoon,0,0,0
Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Earth roads,Dry,Daylight,Normal,Rollover,Other,Driver,Normal,Unknown or other,No distancing,20,20,20,20,Night,0,1,0
Thursday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with animals,Other,Driver,Normal,Not a Pedestrian,Driving carelessly,20,20,20,20,Night,0,1,0
Thursday,31-50,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Unknown,Dry,Daylight,Normal,Collision with animals,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,20,20,20,20,Night,0,1,0
Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Organization,2-5yrs,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,16,10,16,10,Evening,1,0,1
Sunday,Over 51,Male,Elementary school,Employee,Below 1yr,Unknown,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Fall from vehicles,Getting off,Driver,Normal,Not a Pedestrian,Overtaking,16,10,16,10,Evening,1,0,1
Sunday,Unknown,Male,High school,Employee,2-5yr,Automobile,Owner,5-10yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,Going straight,Unknown,Normal,Not a Pedestrian,Driving carelessly,16,10,16,10,Evening,1,0,1
Sunday,Unknown,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,16,10,16,10,Evening,1,0,1
Tuesday,Unknown,Male,Above high school,Employee,Above 10yr,Unknown,Owner,2-5yrs,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,Going straight,Unknown,Unknown,Not a Pedestrian,No distancing,16,30,16,30,Evening,1,0,0
Tuesday,Unknown,Female,Junior high school,Employee,2-5yr,Unknown,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,Going straight,Unknown,Unknown,Not a Pedestrian,Overtaking,16,30,16,30,Evening,1,0,0
Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,Going straight,Unknown,Unknown,Not a Pedestrian,Driving carelessly,16,30,16,30,Evening,1,0,0
Tuesday,31-50,Male,High school,Employee,1-2yr,Stationwagen,Owner,Above 10yr,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Fall from vehicles,Getting off,Self-employed,Normal,Not a Pedestrian,Driving carelessly,20,35,20,35,Night,0,1,0
Monday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside-parked vehicles,Going straight,Self-employed,Normal,Not a Pedestrian,Moving Backward,11,37,11,37,Afternoon,0,0,0
Wednesday,31-50,Male,Junior high school,Employee,Below 1yr,Other,Unknown,Unknown,Unknown, Church areas,Unknown,Tangent road with flat terrain,No junction,Gravel roads,Wet or damp,Daylight,Other,Collision with animals,Going straight,Driver,Normal,Not a Pedestrian,Driving carelessly,8,52,8,52,Morning,1,0,0
Wednesday,31-50,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,Unknown,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Collision with animals,Other,Self-employed,Normal,Not a Pedestrian,Driving to the left,8,52,8,52,Morning,1,0,0
Wednesday,31-50,Male,Elementary school,Employee,Unknown,Automobile,Owner,Unknown,Unknown,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Collision with pedestrians,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,8,52,8,52,Morning,1,0,0
Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,16,50,16,50,Evening,1,0,0
Thursday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Governmental,5-10yrs,Unknown,Other,other,Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Employee,Normal,Not a Pedestrian,No distancing,16,50,16,50,Evening,1,0,0
Saturday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,20,30,20,30,Night,0,1,1
Saturday,18-30,Male,High school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,20,30,20,30,Night,0,1,1
Saturday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Reversing,Driver,Normal,Not a Pedestrian,Changing lane to the right,20,30,20,30,Night,0,1,1
Saturday,Unknown,Male,Junior high school,Employee,Below 1yr,Public (13?45 seats),Owner,5-10yrs,Unknown, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Driver,Normal,Not a Pedestrian,Changing lane to the left,20,30,20,30,Night,0,1,1
Saturday,Unknown,Male,High school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,20,30,20,30,Night,0,1,1
Tuesday,18-30,Male,Elementary school,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,Unknown,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,No distancing,9,35,9,35,Morning,1,0,0
Tuesday,31-50,Male,Elementary school,Employee,Below 1yr,Lorry (41?100Q),Organization,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Other,Rollover,Going straight,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,9,35,9,35,Morning,1,0,0
Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Organization,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,Moving Backward,14,11,14,11,Afternoon,0,0,0
Thursday,Unknown,Male,Elementary school,Owner,5-10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,No distancing,14,45,14,45,Afternoon,0,0,0
Thursday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Driving to the left,14,45,14,45,Afternoon,0,0,0
Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,Going straight,Unknown,Normal,Not a Pedestrian,Driving to the left,14,45,14,45,Afternoon,0,0,0
Sunday,Unknown,Female,Junior high school,Employee,5-10yr,Other,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Unknown,Normal,Not a Pedestrian,Moving Backward,1,50,1,50,Night,0,1,1
Saturday,18-30,Male,High school,Employee,1-2yr,Motorcycle,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Self-employed,Normal,Not a Pedestrian,Moving Backward,22,45,22,45,Night,0,1,1
Saturday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Moving Backward,Driver,Normal,Not a Pedestrian,Overtaking,22,45,22,45,Night,0,1,1
Saturday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,No defect, Church areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,Moving Backward,Employee,Normal,Not a Pedestrian,Driving carelessly,22,45,22,45,Night,0,1,1
Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Turnover,Other,Normal,Not a Pedestrian,Changing lane to the left,22,45,22,45,Night,0,1,1
Friday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,21,10,21,10,Night,0,1,0
Friday,Unknown,Female,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other,Driver,Normal,Not a Pedestrian,No distancing,21,10,21,10,Night,0,1,0
Friday,Unknown,Female,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Moving Backward,21,10,21,10,Night,0,1,0
Friday,Unknown,Female,Elementary school,Employee,1-2yr,Public (> 45 seats),Owner,2-5yrs,Unknown,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Unknown,Normal,Not a Pedestrian,Changing lane to the left,21,10,21,10,Night,0,1,0
Saturday,31-50,Male,Junior high school,Employee,Unknown,Lorry (41?100Q),Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,Other,Employee,Normal,Not a Pedestrian,Changing lane to the right,9,51,9,51,Morning,1,0,1
Saturday,Over 51,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Governmental,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Other,Unknown,Normal,Not a Pedestrian,No distancing,9,51,9,51,Morning,1,0,1
Thursday,Under 18,Male,Junior high school,Owner,1-2yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,Going straight,Unknown,Normal,Not a Pedestrian,Driving at high speed,21,25,21,25,Night,0,1,0
Thursday,Unknown,Male,Unknown,Unknown,Unknown,Public (12 seats),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Other,Collision with roadside objects,Reversing,Unknown,Normal,Not a Pedestrian,Changing lane to the right,21,25,21,25,Night,0,1,0
Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,Other,Unknown,Unknown,Not a Pedestrian,No priority to vehicle,16,48,16,48,Evening,1,0,1
Sunday,31-50,Male,Elementary school,Owner,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Turnover,Driver,Normal,Not a Pedestrian,No distancing,16,48,16,48,Evening,1,0,1
Thursday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Unknown,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Self-employed,Normal,Not a Pedestrian,Turnover,15,42,15,42,Afternoon,0,0,0
Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Unknown,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Unknown,Unknown,Not a Pedestrian,No distancing,0,29,0,29,Night,0,1,0
Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the right,0,29,0,29,Night,0,1,0
Wednesday,Under 18,Male,High school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Earth roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,Going straight,Driver,Normal,Not a Pedestrian,No distancing,0,29,0,29,Night,0,1,0
Monday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Above 10yr,Unknown,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,Going straight,Driver,Normal,Not a Pedestrian,Changing lane to the left,20,5,20,5,Night,0,1,0
